strategy,composite_score,atr_period,atr_multiplier,rsi_period,rsi_oversold,rsi_overbought,total_trades,win_rate,profit_factor,total_return,total_profit,gross_profit,gross_loss,avg_trade,avg_winning_trade,avg_losing_trade,max_drawdown,intra_trade_max_dd,sharpe_ratio,sortino_ratio,omega_ratio,final_value,winning_trades,losing_trades,profit_factor_zone,sharpe_ratio_zone,sortino_ratio_zone,win_rate_zone,intra_trade_max_dd_zone,omega_ratio_zone,total_trades_zone
supertrend_rsi,1.2000000000000002,8,2.5,16,35,70,2,0.0,0.0,-24.798804173312966,-24798.804173312965,0.0,24798.804173312965,-12399.402086656482,0.0,-12399.402086656482,24.989372927948587,24.989372927948587,-37.97636644618266,-37.97636644618266,0.0,75201.19582668704,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,2.5,16,35,75,2,0.0,0.0,-24.798804173312966,-24798.804173312965,0.0,24798.804173312965,-12399.402086656482,0.0,-12399.402086656482,24.989372927948587,24.989372927948587,-37.97636644618266,-37.97636644618266,0.0,75201.19582668704,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,14,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,14,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,14,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,16,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,16,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,8,3.0,16,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,12,30,65,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,12,30,70,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,12,30,75,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,12,35,65,3,33.33333333333333,0.42233623380284685,-15.766315334491562,-15766.315334491563,11526.923842138072,27293.239176629635,-5255.438444830521,11526.923842138072,-13646.619588314818,24.7601786589529,24.7601786589529,-5.143057167015273,-14.386083647305918,0.4493723018508787,84233.68466550844,1,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,12,35,70,3,33.33333333333333,0.7797471836542856,-6.661927883131182,-6661.927883131182,23584.804002805075,30246.731885936257,-2220.642627710394,23584.804002805075,-15123.365942968128,24.76017865895291,24.76017865895291,-0.5395554192947504,-2.2101941461064856,0.9154047658160821,93338.07211686882,1,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,14,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,14,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,14,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,14,35,65,3,33.33333333333333,0.7797471836542856,-6.661927883131182,-6661.927883131182,23584.804002805075,30246.731885936257,-2220.642627710394,23584.804002805075,-15123.365942968128,24.76017865895291,24.76017865895291,-0.5395554192947504,-2.2101941461064856,0.9154047658160821,93338.07211686882,1,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,14,35,70,3,33.33333333333333,0.7797471836542856,-6.661927883131182,-6661.927883131182,23584.804002805075,30246.731885936257,-2220.642627710394,23584.804002805075,-15123.365942968128,24.76017865895291,24.76017865895291,-0.5395554192947504,-2.2101941461064856,0.9154047658160821,93338.07211686882,1,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,35,65,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,35,70,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,2.5,16,35,75,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,14,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,14,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,14,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,16,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,16,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,10,3.0,16,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,12,30,65,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,12,30,70,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,12,30,75,2,0.0,0.0,-24.49429476783976,-24494.29476783976,0.0,24494.29476783976,-12247.14738391988,0.0,-12247.14738391988,24.684863522475382,24.684863522475382,-39.19004718341431,-39.19004718341431,0.0,75505.70523216024,0,2,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,14,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,14,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,14,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,16,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,16,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,2.5,16,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,14,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,14,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,14,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,16,30,65,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,16,30,70,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.2000000000000002,12,3.0,16,30,75,1,0.0,0.0,-9.331245364385744,-9331.245364385744,0.0,9331.245364385744,-9331.245364385744,0.0,-9331.245364385744,9.431245364385745,9.431245364385745,0.0,0.0,0.0,90668.75463561426,0,1,red,red,red,red,green,red,red
supertrend_rsi,1.1,8,2.5,12,35,65,3,33.33333333333333,0.4171502839253325,-16.10562079782033,-16105.620797820331,11526.923842138072,27632.544639958403,-5368.540265940111,11526.923842138072,-13816.272319979202,25.064383555020626,25.064383555020626,-5.2156674762866455,-14.086504346741757,0.443607735614828,83894.37920217967,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,2.5,12,35,70,3,33.33333333333333,0.770172514260771,-7.037950725649892,-7037.950725649891,23584.804002805075,30622.754728454966,-2345.9835752166305,23584.804002805075,-15311.377364227483,25.064383555020655,25.064383555020655,-0.6188294911532838,-2.439046917834783,0.9036619161041425,92962.04927435011,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,2.5,12,35,75,3,33.33333333333333,0.8651164501776873,-4.254321737787832,-4254.321737787832,27286.379432905087,31540.70117069292,-1418.1072459292773,27286.379432905087,-15770.35058534646,30.569722912856317,30.569722912856317,0.2627370410400421,1.13653532941762,1.0448911560968412,95745.67826221217,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,2.5,14,35,65,3,33.33333333333333,0.770172514260771,-7.037950725649892,-7037.950725649891,23584.804002805075,30622.754728454966,-2345.9835752166305,23584.804002805075,-15311.377364227483,25.064383555020655,25.064383555020655,-0.6188294911532838,-2.439046917834783,0.9036619161041425,92962.04927435011,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,2.5,14,35,70,3,33.33333333333333,0.770172514260771,-7.037950725649892,-7037.950725649891,23584.804002805075,30622.754728454966,-2345.9835752166305,23584.804002805075,-15311.377364227483,25.064383555020655,25.064383555020655,-0.6188294911532838,-2.439046917834783,0.9036619161041425,92962.04927435011,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,2.5,14,35,75,3,33.33333333333333,0.8651164501776873,-4.254321737787832,-4254.321737787832,27286.379432905087,31540.70117069292,-1418.1072459292773,27286.379432905087,-15770.35058534646,30.569722912856317,30.569722912856317,0.2627370410400421,1.13653532941762,1.0448911560968412,95745.67826221217,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,30,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,30,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,30,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,12,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,14,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,14,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,14,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,16,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,16,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,8,3.0,16,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,2.5,12,35,75,3,33.33333333333333,0.87587144836831,-3.8670272499338028,-3867.0272499338025,27286.379432905087,31153.40668283889,-1289.0090833112674,27286.379432905087,-15576.703341419445,30.287867218231373,30.287867218231373,0.3395755746998969,1.5276082550379095,1.0584692427603564,96132.9727500662,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,2.5,14,35,75,3,33.33333333333333,0.87587144836831,-3.8670272499338028,-3867.0272499338025,27286.379432905087,31153.40668283889,-1289.0090833112674,27286.379432905087,-15576.703341419445,30.287867218231373,30.287867218231373,0.3395755746998969,1.5276082550379095,1.0584692427603564,96132.9727500662,1,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,30,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,30,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,30,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,12,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,14,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,14,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,14,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,16,35,65,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,16,35,70,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
supertrend_rsi,1.1,10,3.0,16,35,75,2,0.0,0.0,-26.66176457424005,-26661.76457424005,0.0,26661.76457424005,-13330.882287120025,0.0,-13330.882287120025,26.852333328875673,26.852333328875673,-32.363689823381286,-32.363689823381286,0.0,73338.23542575995,0,2,red,red,red,red,yellow,red,red
